record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
266,brand management,marketing,registration,Moderate,11,2025-07-13,Brand Management Registration,4
268,content marketing,marketing,registration,Complex,8,2025-03-17,Content Marketing Registration,6
269,content marketing,marketing,assessment,Complex,15,2025-07-28,Content Marketing Assessment,9
270,digital marketing,marketing,registration,Simple,5,2025-08-25,Digital Marketing Registration,11
272,social media,marketing,registration,Moderate,15,2025-09-03,Social Media Registration,4
274,social media,marketing,registration,Moderate,8,2025-10-23,Social Media Registration,10
276,brand management,marketing,registration,Complex,7,2025-06-14,Brand Management Registration,6
279,brand management,marketing,assessment,Simple,5,2025-02-05,Brand Management Assessment,4
281,social media,marketing,application,Moderate,11,2025-02-03,Social Media Application,12
282,brand management,marketing,assessment,Complex,9,2024-10-30,Brand Management Assessment,9
284,brand management,marketing,application,Moderate,7,2024-10-29,Brand Management Application,9
287,social media,marketing,assessment,Complex,6,2025-01-04,Social Media Assessment,7
288,content marketing,marketing,assessment,Simple,13,2025-09-01,Content Marketing Assessment,9
289,brand management,marketing,registration,Complex,10,2025-03-12,Brand Management Registration,12
293,brand management,marketing,survey,Moderate,5,2025-10-12,Brand Management Survey,7
295,social media,marketing,survey,Complex,6,2025-07-05,Social Media Survey,10
300,digital marketing,marketing,assessment,Simple,12,2025-01-10,Digital Marketing Assessment,3
303,social media,marketing,registration,Complex,5,2025-04-25,Social Media Registration,3
305,brand management,marketing,registration,Complex,12,2025-01-27,Brand Management Registration,9
307,social media,marketing,survey,Complex,9,2025-04-25,Social Media Survey,4
311,social media,marketing,application,Complex,11,2024-12-24,Social Media Application,10
315,content marketing,marketing,survey,Moderate,7,2025-02-27,Content Marketing Survey,7
316,digital marketing,marketing,assessment,Simple,11,2025-08-05,Digital Marketing Assessment,10
317,social media,marketing,survey,Complex,5,2024-11-12,Social Media Survey,8
321,content marketing,marketing,survey,Simple,7,2025-03-28,Content Marketing Survey,8
323,social media,marketing,application,Complex,15,2024-11-26,Social Media Application,12
324,brand management,marketing,registration,Simple,13,2025-01-12,Brand Management Registration,11
326,digital marketing,marketing,assessment,Moderate,12,2025-03-31,Digital Marketing Assessment,4
328,social media,marketing,survey,Moderate,7,2024-12-20,Social Media Survey,11
329,content marketing,marketing,assessment,Complex,11,2025-04-03,Content Marketing Assessment,7
330,social media,marketing,assessment,Simple,7,2024-12-02,Social Media Assessment,4
331,content marketing,marketing,survey,Simple,6,2025-08-07,Content Marketing Survey,9
333,social media,marketing,assessment,Complex,15,2025-08-26,Social Media Assessment,12
335,content marketing,marketing,application,Simple,5,2025-02-28,Content Marketing Application,11
336,brand management,marketing,survey,Moderate,6,2025-09-26,Brand Management Survey,10
338,content marketing,marketing,registration,Moderate,9,2025-02-05,Content Marketing Registration,9
342,digital marketing,marketing,application,Simple,5,2025-07-11,Digital Marketing Application,6
344,social media,marketing,assessment,Simple,9,2025-02-15,Social Media Assessment,12
350,brand management,marketing,application,Simple,5,2025-04-03,Brand Management Application,11
352,digital marketing,marketing,assessment,Complex,13,2024-12-10,Digital Marketing Assessment,7
354,digital marketing,marketing,assessment,Complex,11,2025-06-18,Digital Marketing Assessment,10
356,digital marketing,marketing,assessment,Simple,15,2025-04-19,Digital Marketing Assessment,8
361,digital marketing,marketing,survey,Simple,10,2025-03-03,Digital Marketing Survey,3
363,content marketing,marketing,application,Moderate,9,2025-10-23,Content Marketing Application,10
367,brand management,marketing,survey,Complex,14,2025-01-29,Brand Management Survey,9
368,social media,marketing,registration,Simple,15,2024-11-26,Social Media Registration,9
372,content marketing,marketing,assessment,Simple,5,2025-09-14,Content Marketing Assessment,9
377,content marketing,marketing,survey,Simple,6,2025-02-23,Content Marketing Survey,6
382,brand management,marketing,assessment,Complex,7,2025-04-28,Brand Management Assessment,4
385,social media,marketing,assessment,Moderate,9,2025-04-08,Social Media Assessment,4
388,social media,marketing,application,Simple,10,2024-11-17,Social Media Application,10
394,content marketing,marketing,application,Simple,13,2024-11-02,Content Marketing Application,10
395,digital marketing,marketing,assessment,Complex,15,2025-01-11,Digital Marketing Assessment,8
405,brand management,marketing,assessment,Simple,6,2025-10-20,Brand Management Assessment,4
406,digital marketing,marketing,application,Simple,13,2025-07-14,Digital Marketing Application,8
409,digital marketing,marketing,registration,Simple,9,2025-09-20,Digital Marketing Registration,8
412,digital marketing,marketing,registration,Moderate,6,2025-02-14,Digital Marketing Registration,4
414,brand management,marketing,survey,Moderate,13,2025-01-27,Brand Management Survey,6
416,social media,marketing,survey,Complex,13,2025-04-06,Social Media Survey,5
419,brand management,marketing,survey,Simple,12,2025-04-16,Brand Management Survey,8
420,brand management,marketing,registration,Simple,8,2025-02-11,Brand Management Registration,9
422,digital marketing,marketing,registration,Complex,5,2025-09-25,Digital Marketing Registration,6
423,digital marketing,marketing,registration,Complex,7,2025-06-27,Digital Marketing Registration,12
435,content marketing,marketing,assessment,Complex,15,2024-12-01,Content Marketing Assessment,8
436,social media,marketing,registration,Complex,14,2025-02-04,Social Media Registration,10
437,content marketing,marketing,registration,Complex,8,2025-05-25,Content Marketing Registration,9
442,brand management,marketing,survey,Simple,8,2025-04-05,Brand Management Survey,12
444,content marketing,marketing,registration,Simple,11,2025-08-25,Content Marketing Registration,8
447,brand management,marketing,application,Moderate,9,2025-03-11,Brand Management Application,3
448,social media,marketing,registration,Simple,6,2025-03-20,Social Media Registration,4
450,brand management,marketing,application,Simple,14,2025-04-07,Brand Management Application,11
451,social media,marketing,survey,Simple,13,2025-02-10,Social Media Survey,6
454,social media,marketing,application,Complex,14,2025-01-04,Social Media Application,5
457,social media,marketing,registration,Complex,14,2024-12-18,Social Media Registration,10
460,brand management,marketing,survey,Moderate,10,2025-03-09,Brand Management Survey,5
462,brand management,marketing,application,Simple,15,2025-08-09,Brand Management Application,5
465,social media,marketing,registration,Complex,12,2024-11-25,Social Media Registration,10
466,digital marketing,marketing,registration,Simple,5,2025-09-24,Digital Marketing Registration,5
470,digital marketing,marketing,survey,Simple,8,2025-02-23,Digital Marketing Survey,8
476,brand management,marketing,survey,Simple,14,2025-09-20,Brand Management Survey,6
480,content marketing,marketing,assessment,Complex,7,2025-09-16,Content Marketing Assessment,9
481,brand management,marketing,application,Simple,8,2025-01-29,Brand Management Application,9
482,social media,marketing,assessment,Complex,10,2024-12-11,Social Media Assessment,8
484,social media,marketing,registration,Complex,12,2024-12-19,Social Media Registration,8
486,brand management,marketing,application,Complex,8,2025-05-04,Brand Management Application,8
488,digital marketing,marketing,assessment,Complex,7,2025-09-22,Digital Marketing Assessment,7
491,content marketing,marketing,assessment,Moderate,12,2025-10-11,Content Marketing Assessment,5
494,brand management,marketing,assessment,Moderate,9,2025-01-23,Brand Management Assessment,12
497,content marketing,marketing,assessment,Simple,7,2024-11-06,Content Marketing Assessment,9
498,content marketing,marketing,assessment,Complex,5,2025-04-08,Content Marketing Assessment,10
499,digital marketing,marketing,assessment,Complex,10,2025-10-03,Digital Marketing Assessment,12
505,brand management,marketing,application,Moderate,7,2025-04-06,Brand Management Application,8
507,content marketing,marketing,registration,Complex,6,2025-07-31,Content Marketing Registration,6
509,digital marketing,marketing,registration,Simple,5,2025-05-25,Digital Marketing Registration,4
512,social media,marketing,assessment,Simple,11,2025-04-21,Social Media Assessment,3
516,social media,marketing,application,Moderate,15,2025-07-29,Social Media Application,5
520,social media,marketing,application,Simple,15,2025-08-09,Social Media Application,7
521,content marketing,marketing,registration,Moderate,14,2025-07-02,Content Marketing Registration,9
522,digital marketing,marketing,survey,Moderate,13,2025-09-05,Digital Marketing Survey,12
523,social media,marketing,application,Simple,15,2025-09-17,Social Media Application,5
526,digital marketing,marketing,application,Simple,5,2025-09-05,Digital Marketing Application,8
528,content marketing,marketing,assessment,Complex,6,2025-10-25,Content Marketing Assessment,5
531,content marketing,marketing,application,Simple,10,2025-09-21,Content Marketing Application,10
532,digital marketing,marketing,survey,Moderate,7,2024-11-15,Digital Marketing Survey,4
533,social media,marketing,assessment,Simple,7,2025-07-23,Social Media Assessment,12
534,brand management,marketing,survey,Complex,15,2025-05-26,Brand Management Survey,3
540,digital marketing,marketing,assessment,Complex,7,2024-12-12,Digital Marketing Assessment,4
546,brand management,marketing,assessment,Complex,14,2025-02-22,Brand Management Assessment,4
555,brand management,marketing,registration,Moderate,14,2025-03-09,Brand Management Registration,9
556,social media,marketing,survey,Complex,14,2025-01-03,Social Media Survey,12
557,brand management,marketing,survey,Moderate,8,2025-03-17,Brand Management Survey,5
561,digital marketing,marketing,survey,Moderate,12,2025-08-25,Digital Marketing Survey,11
563,digital marketing,marketing,registration,Simple,5,2025-09-13,Digital Marketing Registration,5
572,social media,marketing,assessment,Simple,12,2025-03-11,Social Media Assessment,11
578,digital marketing,marketing,application,Complex,12,2025-09-25,Digital Marketing Application,4
580,digital marketing,marketing,survey,Complex,6,2025-07-19,Digital Marketing Survey,8
586,digital marketing,marketing,application,Complex,7,2024-10-27,Digital Marketing Application,11
599,digital marketing,marketing,survey,Complex,9,2024-11-18,Digital Marketing Survey,4
603,digital marketing,marketing,survey,Complex,11,2024-11-07,Digital Marketing Survey,3
605,digital marketing,marketing,registration,Complex,7,2025-07-30,Digital Marketing Registration,12
607,content marketing,marketing,survey,Moderate,10,2025-04-01,Content Marketing Survey,3
610,social media,marketing,application,Moderate,6,2025-03-26,Social Media Application,4
612,digital marketing,marketing,application,Moderate,10,2025-05-05,Digital Marketing Application,5
613,content marketing,marketing,assessment,Complex,5,2024-12-02,Content Marketing Assessment,3
614,brand management,marketing,assessment,Simple,15,2025-01-23,Brand Management Assessment,9
619,brand management,marketing,survey,Complex,6,2025-07-09,Brand Management Survey,7
622,social media,marketing,survey,Simple,10,2025-06-14,Social Media Survey,8
624,social media,marketing,survey,Moderate,12,2024-10-29,Social Media Survey,4
633,brand management,marketing,registration,Moderate,8,2025-03-14,Brand Management Registration,4
634,brand management,marketing,registration,Moderate,9,2025-05-29,Brand Management Registration,7
636,content marketing,marketing,registration,Complex,7,2025-04-12,Content Marketing Registration,11
639,brand management,marketing,assessment,Moderate,14,2024-12-23,Brand Management Assessment,4
646,digital marketing,marketing,assessment,Simple,9,2025-06-22,Digital Marketing Assessment,3
649,brand management,marketing,registration,Simple,5,2025-04-16,Brand Management Registration,6
652,content marketing,marketing,registration,Moderate,9,2024-10-26,Content Marketing Registration,12
659,social media,marketing,assessment,Simple,13,2025-10-13,Social Media Assessment,12
660,content marketing,marketing,application,Simple,5,2025-06-05,Content Marketing Application,9
661,brand management,marketing,application,Simple,13,2024-10-26,Brand Management Application,9
663,social media,marketing,assessment,Simple,5,2025-04-27,Social Media Assessment,10
664,social media,marketing,registration,Complex,11,2025-09-04,Social Media Registration,9
665,brand management,marketing,survey,Complex,5,2024-11-15,Brand Management Survey,5
666,social media,marketing,application,Simple,13,2025-07-16,Social Media Application,11
670,content marketing,marketing,registration,Complex,8,2025-04-23,Content Marketing Registration,8
672,social media,marketing,survey,Simple,6,2025-05-02,Social Media Survey,12
673,digital marketing,marketing,registration,Moderate,15,2025-01-24,Digital Marketing Registration,10
674,content marketing,marketing,assessment,Simple,10,2025-05-18,Content Marketing Assessment,12
675,content marketing,marketing,application,Complex,9,2025-09-05,Content Marketing Application,11
676,content marketing,marketing,application,Moderate,13,2024-11-09,Content Marketing Application,9
678,social media,marketing,registration,Moderate,5,2024-12-17,Social Media Registration,3
682,digital marketing,marketing,registration,Complex,6,2025-10-21,Digital Marketing Registration,5
683,digital marketing,marketing,assessment,Complex,11,2024-12-10,Digital Marketing Assessment,6
684,social media,marketing,registration,Moderate,9,2025-05-21,Social Media Registration,4
687,content marketing,marketing,registration,Complex,10,2025-05-21,Content Marketing Registration,4
688,content marketing,marketing,assessment,Moderate,5,2025-08-16,Content Marketing Assessment,12
689,social media,marketing,application,Simple,8,2025-03-25,Social Media Application,9
690,social media,marketing,application,Simple,15,2025-06-14,Social Media Application,6
691,content marketing,marketing,application,Moderate,5,2025-09-22,Content Marketing Application,4
706,content marketing,marketing,assessment,Complex,10,2025-01-23,Content Marketing Assessment,10
707,social media,marketing,application,Complex,9,2025-02-06,Social Media Application,4
709,social media,marketing,assessment,Complex,8,2024-11-22,Social Media Assessment,12
713,content marketing,marketing,assessment,Complex,9,2025-07-17,Content Marketing Assessment,7
715,brand management,marketing,registration,Moderate,15,2025-01-22,Brand Management Registration,12
716,brand management,marketing,registration,Complex,7,2025-07-02,Brand Management Registration,7
722,content marketing,marketing,application,Moderate,14,2025-07-20,Content Marketing Application,8
725,social media,marketing,application,Simple,8,2025-07-08,Social Media Application,4
732,content marketing,marketing,survey,Simple,9,2025-08-15,Content Marketing Survey,11
733,digital marketing,marketing,application,Complex,5,2025-01-21,Digital Marketing Application,10
734,digital marketing,marketing,assessment,Complex,6,2024-12-18,Digital Marketing Assessment,11
735,social media,marketing,application,Moderate,12,2025-10-09,Social Media Application,12
737,content marketing,marketing,application,Simple,9,2025-10-17,Content Marketing Application,6
739,brand management,marketing,survey,Complex,8,2024-12-12,Brand Management Survey,6
740,content marketing,marketing,application,Moderate,13,2024-12-14,Content Marketing Application,5
746,content marketing,marketing,registration,Complex,13,2025-05-10,Content Marketing Registration,7
748,brand management,marketing,survey,Complex,7,2024-11-06,Brand Management Survey,7
750,social media,marketing,registration,Complex,6,2024-12-18,Social Media Registration,10
752,brand management,marketing,survey,Moderate,12,2025-02-04,Brand Management Survey,3
757,content marketing,marketing,survey,Simple,14,2025-01-15,Content Marketing Survey,7
760,digital marketing,marketing,assessment,Simple,11,2025-02-16,Digital Marketing Assessment,8
763,digital marketing,marketing,application,Simple,9,2025-03-23,Digital Marketing Application,4
766,digital marketing,marketing,assessment,Complex,7,2024-11-22,Digital Marketing Assessment,5
767,social media,marketing,survey,Simple,8,2025-08-25,Social Media Survey,7
768,social media,marketing,assessment,Complex,13,2025-06-30,Social Media Assessment,4
769,brand management,marketing,registration,Moderate,8,2025-02-13,Brand Management Registration,8
772,brand management,marketing,assessment,Complex,14,2025-07-20,Brand Management Assessment,8
773,social media,marketing,survey,Simple,9,2025-08-16,Social Media Survey,7
776,social media,marketing,registration,Moderate,14,2025-07-04,Social Media Registration,11
777,digital marketing,marketing,application,Moderate,12,2025-01-08,Digital Marketing Application,4
779,brand management,marketing,assessment,Complex,9,2025-05-04,Brand Management Assessment,9
783,digital marketing,marketing,assessment,Moderate,10,2025-10-14,Digital Marketing Assessment,5
784,content marketing,marketing,registration,Moderate,7,2025-10-15,Content Marketing Registration,4
785,content marketing,marketing,assessment,Complex,11,2025-03-11,Content Marketing Assessment,7
786,brand management,marketing,application,Moderate,6,2025-03-10,Brand Management Application,7
789,digital marketing,marketing,survey,Moderate,5,2024-12-24,Digital Marketing Survey,9
790,social media,marketing,registration,Complex,13,2025-01-26,Social Media Registration,3
794,digital marketing,marketing,assessment,Complex,10,2025-08-07,Digital Marketing Assessment,12
795,social media,marketing,survey,Simple,15,2025-02-28,Social Media Survey,6
799,content marketing,marketing,application,Moderate,13,2025-06-21,Content Marketing Application,9
801,content marketing,marketing,application,Moderate,5,2024-11-18,Content Marketing Application,9
806,content marketing,marketing,assessment,Moderate,6,2024-12-18,Content Marketing Assessment,7
808,content marketing,marketing,registration,Moderate,9,2024-12-12,Content Marketing Registration,7
812,social media,marketing,application,Simple,7,2025-04-10,Social Media Application,8
814,digital marketing,marketing,assessment,Simple,5,2025-08-09,Digital Marketing Assessment,12
816,digital marketing,marketing,application,Complex,10,2025-01-01,Digital Marketing Application,9
817,brand management,marketing,assessment,Simple,9,2025-02-06,Brand Management Assessment,11
821,social media,marketing,application,Complex,10,2025-03-04,Social Media Application,12
824,digital marketing,marketing,assessment,Simple,5,2024-11-18,Digital Marketing Assessment,5
831,digital marketing,marketing,application,Simple,13,2024-12-01,Digital Marketing Application,5
834,digital marketing,marketing,registration,Complex,6,2025-10-17,Digital Marketing Registration,3
836,social media,marketing,survey,Complex,13,2025-01-06,Social Media Survey,7
838,digital marketing,marketing,registration,Complex,8,2025-01-31,Digital Marketing Registration,6
841,content marketing,marketing,assessment,Moderate,8,2025-09-18,Content Marketing Assessment,8
843,social media,marketing,application,Complex,7,2025-03-28,Social Media Application,7
847,digital marketing,marketing,application,Moderate,13,2025-09-25,Digital Marketing Application,8
851,digital marketing,marketing,assessment,Complex,6,2025-09-17,Digital Marketing Assessment,9
852,content marketing,marketing,application,Complex,14,2025-04-29,Content Marketing Application,12
856,social media,marketing,assessment,Moderate,7,2025-09-11,Social Media Assessment,8
860,social media,marketing,application,Complex,6,2025-06-28,Social Media Application,4
863,brand management,marketing,application,Complex,13,2025-04-30,Brand Management Application,5
867,social media,marketing,survey,Complex,13,2024-12-30,Social Media Survey,9
869,content marketing,marketing,assessment,Moderate,13,2024-11-10,Content Marketing Assessment,11
873,social media,marketing,assessment,Complex,7,2025-01-15,Social Media Assessment,8
878,social media,marketing,registration,Simple,5,2025-05-16,Social Media Registration,12
880,digital marketing,marketing,registration,Simple,6,2025-04-06,Digital Marketing Registration,4
881,brand management,marketing,assessment,Moderate,14,2025-01-02,Brand Management Assessment,7
894,social media,marketing,assessment,Moderate,13,2024-11-25,Social Media Assessment,6
895,content marketing,marketing,survey,Simple,15,2025-10-04,Content Marketing Survey,8
899,digital marketing,marketing,registration,Simple,14,2025-10-01,Digital Marketing Registration,12
900,content marketing,marketing,assessment,Moderate,6,2025-06-04,Content Marketing Assessment,7
905,social media,marketing,application,Complex,13,2025-08-17,Social Media Application,11
908,brand management,marketing,registration,Complex,8,2025-07-04,Brand Management Registration,9
910,social media,marketing,assessment,Moderate,9,2025-01-03,Social Media Assessment,5
913,content marketing,marketing,application,Complex,15,2024-12-09,Content Marketing Application,9
919,brand management,marketing,application,Simple,11,2025-02-07,Brand Management Application,12
921,brand management,marketing,assessment,Complex,5,2025-03-17,Brand Management Assessment,9
922,brand management,marketing,survey,Complex,11,2025-09-06,Brand Management Survey,11
924,social media,marketing,survey,Moderate,15,2025-02-05,Social Media Survey,10
927,brand management,marketing,application,Moderate,6,2025-08-18,Brand Management Application,6
945,social media,marketing,assessment,Complex,8,2025-01-15,Social Media Assessment,4
946,social media,marketing,survey,Complex,11,2025-09-21,Social Media Survey,4
953,digital marketing,marketing,assessment,Complex,5,2025-03-28,Digital Marketing Assessment,9
955,digital marketing,marketing,survey,Simple,5,2025-07-11,Digital Marketing Survey,5
956,brand management,marketing,assessment,Simple,9,2024-12-25,Brand Management Assessment,10
958,digital marketing,marketing,assessment,Simple,7,2025-06-24,Digital Marketing Assessment,10
960,digital marketing,marketing,registration,Complex,13,2025-05-02,Digital Marketing Registration,4
964,content marketing,marketing,assessment,Moderate,15,2025-03-23,Content Marketing Assessment,8
969,brand management,marketing,application,Complex,8,2024-11-21,Brand Management Application,4
970,social media,marketing,registration,Complex,15,2025-02-15,Social Media Registration,3
971,content marketing,marketing,registration,Complex,7,2025-09-26,Content Marketing Registration,9
973,content marketing,marketing,assessment,Simple,5,2025-07-14,Content Marketing Assessment,8
975,brand management,marketing,registration,Complex,12,2025-05-29,Brand Management Registration,7
976,content marketing,marketing,registration,Moderate,9,2024-12-19,Content Marketing Registration,10
978,social media,marketing,registration,Simple,7,2025-01-03,Social Media Registration,11
982,digital marketing,marketing,survey,Complex,7,2025-04-25,Digital Marketing Survey,4
986,social media,marketing,registration,Simple,6,2024-12-06,Social Media Registration,9
988,social media,marketing,survey,Simple,6,2025-03-10,Social Media Survey,4
992,social media,marketing,registration,Moderate,8,2025-03-06,Social Media Registration,10
995,content marketing,marketing,survey,Complex,15,2025-07-11,Content Marketing Survey,11
999,brand management,marketing,survey,Simple,8,2025-03-19,Brand Management Survey,5
1000,content marketing,marketing,registration,Simple,13,2025-10-25,Content Marketing Registration,7
1003,social media,marketing,application,Simple,15,2025-01-06,Social Media Application,9
1010,brand management,marketing,survey,Complex,5,2024-12-29,Brand Management Survey,11
1014,content marketing,marketing,registration,Simple,11,2025-08-11,Content Marketing Registration,3
1020,social media,marketing,survey,Simple,11,2025-01-28,Social Media Survey,8
1029,digital marketing,marketing,registration,Simple,11,2025-10-09,Digital Marketing Registration,11
1035,content marketing,marketing,registration,Simple,6,2025-07-18,Content Marketing Registration,5
