record_id,keyword,category,form_type,complexity,num_fields,created_date,form_title,estimated_time
110,financial modeling,economics,survey,Moderate,9,2025-04-23,Financial Modeling Survey,12
111,brand management,marketing,assessment,Simple,9,2025-06-15,Brand Management Assessment,6
112,portfolio management,economics,survey,Simple,15,2024-11-20,Portfolio Management Survey,5
113,machine learning,it,registration,Simple,7,2025-06-01,Machine Learning Registration,8
114,cybersecurity,it,assessment,Complex,11,2025-10-19,Cybersecurity Assessment,7
115,brand management,marketing,assessment,Moderate,5,2024-12-07,Brand Management Assessment,12
116,machine learning,it,assessment,Simple,14,2025-06-04,Machine Learning Assessment,12
117,portfolio management,economics,assessment,Moderate,14,2025-04-25,Portfolio Management Assessment,9
118,web development,it,registration,Simple,12,2024-10-31,Web Development Registration,6
119,social media,marketing,assessment,Moderate,6,2025-07-19,Social Media Assessment,4
120,market analysis,economics,survey,Simple,9,2025-08-25,Market Analysis Survey,11
121,web development,it,survey,Moderate,15,2025-08-02,Web Development Survey,7
122,cybersecurity,it,assessment,Simple,7,2025-01-12,Cybersecurity Assessment,7
123,social media,marketing,application,Complex,6,2025-09-23,Social Media Application,4
124,social media,marketing,survey,Moderate,9,2024-12-04,Social Media Survey,5
125,brand management,marketing,application,Complex,13,2025-07-22,Brand Management Application,6
126,digital marketing,marketing,application,Simple,8,2024-11-08,Digital Marketing Application,9
127,cybersecurity,it,application,Simple,8,2024-11-25,Cybersecurity Application,9
128,financial modeling,economics,assessment,Simple,12,2025-09-05,Financial Modeling Assessment,4
129,data science,it,survey,Complex,11,2025-06-18,Data Science Survey,6
130,investment planning,economics,assessment,Complex,10,2025-02-28,Investment Planning Assessment,11
131,data science,it,application,Moderate,13,2025-09-15,Data Science Application,11
132,brand management,marketing,survey,Simple,6,2025-05-15,Brand Management Survey,5
133,digital marketing,marketing,registration,Simple,13,2025-01-17,Digital Marketing Registration,7
134,portfolio management,economics,assessment,Moderate,7,2025-07-23,Portfolio Management Assessment,10
135,digital marketing,marketing,application,Moderate,14,2025-06-16,Digital Marketing Application,10
136,content marketing,marketing,application,Simple,10,2025-02-06,Content Marketing Application,4
137,digital marketing,marketing,registration,Simple,7,2024-12-20,Digital Marketing Registration,5
138,digital marketing,marketing,application,Moderate,15,2024-11-14,Digital Marketing Application,12
139,market analysis,economics,registration,Complex,10,2025-02-07,Market Analysis Registration,12
140,cloud computing,it,application,Complex,8,2025-02-18,Cloud Computing Application,11
141,investment planning,economics,registration,Moderate,14,2025-10-01,Investment Planning Registration,4
142,social media,marketing,application,Simple,11,2025-04-03,Social Media Application,12
143,web development,it,assessment,Simple,13,2025-01-21,Web Development Assessment,9
144,investment planning,economics,survey,Moderate,12,2025-09-17,Investment Planning Survey,9
145,cloud computing,it,application,Complex,7,2025-09-17,Cloud Computing Application,11
146,content marketing,marketing,application,Simple,7,2025-04-25,Content Marketing Application,9
147,web development,it,assessment,Moderate,6,2025-01-03,Web Development Assessment,8
148,machine learning,it,survey,Complex,9,2024-11-25,Machine Learning Survey,3
149,brand management,marketing,application,Simple,12,2025-09-05,Brand Management Application,8
150,financial modeling,economics,application,Complex,15,2025-07-29,Financial Modeling Application,9
151,market analysis,economics,registration,Complex,12,2024-11-21,Market Analysis Registration,7
152,portfolio management,economics,assessment,Simple,11,2025-07-17,Portfolio Management Assessment,12
153,market analysis,economics,survey,Complex,14,2025-02-24,Market Analysis Survey,7
154,machine learning,it,survey,Complex,15,2025-03-26,Machine Learning Survey,7
155,social media,marketing,registration,Simple,7,2025-05-05,Social Media Registration,6
156,web development,it,survey,Moderate,13,2025-05-03,Web Development Survey,6
157,cloud computing,it,assessment,Simple,12,2025-03-17,Cloud Computing Assessment,3
158,digital marketing,marketing,survey,Simple,12,2025-03-08,Digital Marketing Survey,3
159,digital marketing,marketing,application,Moderate,6,2025-04-14,Digital Marketing Application,10
160,content marketing,marketing,application,Moderate,11,2025-07-14,Content Marketing Application,10
161,cybersecurity,it,survey,Simple,5,2025-07-14,Cybersecurity Survey,12
162,data science,it,assessment,Simple,11,2025-02-10,Data Science Assessment,10
163,social media,marketing,survey,Simple,15,2024-11-06,Social Media Survey,10
164,web development,it,survey,Moderate,9,2025-02-04,Web Development Survey,4
165,web development,it,registration,Complex,8,2025-03-15,Web Development Registration,6
166,brand management,marketing,application,Complex,7,2025-04-23,Brand Management Application,11
167,data science,it,survey,Moderate,8,2025-07-09,Data Science Survey,11
168,brand management,marketing,survey,Moderate,15,2025-07-18,Brand Management Survey,4
169,portfolio management,economics,assessment,Complex,12,2024-11-11,Portfolio Management Assessment,10
170,cloud computing,it,survey,Simple,14,2025-08-25,Cloud Computing Survey,4
171,financial modeling,economics,survey,Moderate,14,2025-06-03,Financial Modeling Survey,5
172,brand management,marketing,application,Moderate,8,2025-09-23,Brand Management Application,8
173,market analysis,economics,application,Simple,9,2025-10-18,Market Analysis Application,11
174,web development,it,registration,Simple,7,2025-02-25,Web Development Registration,9
175,cybersecurity,it,application,Complex,12,2025-10-17,Cybersecurity Application,7
176,content marketing,marketing,registration,Complex,8,2025-09-03,Content Marketing Registration,3
177,digital marketing,marketing,application,Moderate,9,2025-05-19,Digital Marketing Application,8
178,social media,marketing,assessment,Moderate,14,2025-08-08,Social Media Assessment,6
179,market analysis,economics,application,Simple,13,2025-10-03,Market Analysis Application,11
180,investment planning,economics,assessment,Complex,11,2024-12-30,Investment Planning Assessment,8
181,social media,marketing,survey,Moderate,13,2024-11-02,Social Media Survey,9
182,portfolio management,economics,assessment,Simple,15,2025-03-18,Portfolio Management Assessment,8
183,content marketing,marketing,survey,Simple,11,2025-04-12,Content Marketing Survey,6
184,social media,marketing,assessment,Complex,5,2025-06-10,Social Media Assessment,11
185,digital marketing,marketing,registration,Complex,13,2024-10-28,Digital Marketing Registration,9
186,investment planning,economics,registration,Complex,12,2025-05-06,Investment Planning Registration,3
187,financial modeling,economics,registration,Complex,7,2025-03-01,Financial Modeling Registration,9
188,social media,marketing,registration,Simple,6,2025-06-10,Social Media Registration,5
189,investment planning,economics,survey,Simple,5,2025-06-17,Investment Planning Survey,12
190,social media,marketing,assessment,Moderate,6,2025-10-22,Social Media Assessment,7
191,digital marketing,marketing,assessment,Simple,13,2025-01-05,Digital Marketing Assessment,6
192,machine learning,it,assessment,Simple,5,2025-03-16,Machine Learning Assessment,5
193,digital marketing,marketing,assessment,Moderate,6,2025-10-15,Digital Marketing Assessment,10
194,brand management,marketing,application,Simple,15,2025-09-26,Brand Management Application,10
195,machine learning,it,application,Moderate,8,2025-02-01,Machine Learning Application,5
196,social media,marketing,registration,Simple,13,2025-03-02,Social Media Registration,8
197,machine learning,it,registration,Moderate,8,2025-05-22,Machine Learning Registration,11
198,market analysis,economics,application,Moderate,9,2025-07-20,Market Analysis Application,7
199,digital marketing,marketing,registration,Moderate,7,2025-08-05,Digital Marketing Registration,9
200,digital marketing,marketing,survey,Complex,13,2024-11-09,Digital Marketing Survey,9
201,financial modeling,economics,assessment,Complex,6,2025-06-18,Financial Modeling Assessment,7
202,brand management,marketing,survey,Moderate,6,2025-10-15,Brand Management Survey,5
203,portfolio management,economics,survey,Simple,8,2025-04-28,Portfolio Management Survey,3
204,content marketing,marketing,application,Simple,7,2025-07-27,Content Marketing Application,9
205,data science,it,registration,Moderate,10,2025-06-01,Data Science Registration,12
206,market analysis,economics,registration,Moderate,5,2025-08-10,Market Analysis Registration,3
207,market analysis,economics,application,Simple,15,2024-11-19,Market Analysis Application,9
208,cloud computing,it,registration,Simple,10,2025-07-04,Cloud Computing Registration,5
209,market analysis,economics,registration,Complex,6,2025-03-08,Market Analysis Registration,12
210,brand management,marketing,assessment,Simple,11,2024-11-06,Brand Management Assessment,11
211,machine learning,it,application,Moderate,8,2025-03-01,Machine Learning Application,8
212,financial modeling,economics,application,Complex,13,2024-12-08,Financial Modeling Application,8
213,cybersecurity,it,registration,Simple,13,2025-10-17,Cybersecurity Registration,6
214,content marketing,marketing,survey,Simple,9,2024-12-09,Content Marketing Survey,3
215,portfolio management,economics,assessment,Complex,7,2024-12-04,Portfolio Management Assessment,11
216,web development,it,registration,Complex,6,2025-03-16,Web Development Registration,9
217,portfolio management,economics,survey,Simple,14,2025-08-21,Portfolio Management Survey,8
218,data science,it,assessment,Moderate,6,2025-07-24,Data Science Assessment,8
219,digital marketing,marketing,assessment,Simple,10,2025-04-16,Digital Marketing Assessment,6
220,investment planning,economics,registration,Simple,10,2025-07-16,Investment Planning Registration,4
221,social media,marketing,survey,Moderate,8,2025-02-26,Social Media Survey,5
222,digital marketing,marketing,application,Simple,13,2025-02-19,Digital Marketing Application,12
223,portfolio management,economics,survey,Complex,5,2025-07-09,Portfolio Management Survey,5
224,cloud computing,it,assessment,Simple,15,2025-01-16,Cloud Computing Assessment,6
225,financial modeling,economics,assessment,Moderate,5,2025-07-15,Financial Modeling Assessment,8
226,cloud computing,it,application,Complex,5,2025-02-26,Cloud Computing Application,10
227,data science,it,assessment,Simple,9,2025-05-19,Data Science Assessment,6
228,investment planning,economics,application,Moderate,7,2025-03-31,Investment Planning Application,10
229,market analysis,economics,survey,Complex,11,2024-12-25,Market Analysis Survey,12
230,machine learning,it,application,Complex,8,2025-05-05,Machine Learning Application,12
231,financial modeling,economics,survey,Moderate,5,2025-06-25,Financial Modeling Survey,9
232,investment planning,economics,registration,Simple,15,2025-04-08,Investment Planning Registration,5
233,web development,it,survey,Simple,12,2025-04-20,Web Development Survey,10
234,social media,marketing,assessment,Complex,14,2025-04-27,Social Media Assessment,3
235,investment planning,economics,survey,Complex,7,2025-07-19,Investment Planning Survey,4
236,data science,it,registration,Complex,11,2025-01-05,Data Science Registration,6
237,portfolio management,economics,registration,Complex,5,2025-05-17,Portfolio Management Registration,3
238,financial modeling,economics,registration,Complex,9,2025-04-08,Financial Modeling Registration,4
239,digital marketing,marketing,survey,Complex,7,2025-06-17,Digital Marketing Survey,10
240,brand management,marketing,assessment,Simple,14,2025-05-27,Brand Management Assessment,5
241,brand management,marketing,application,Complex,10,2025-06-19,Brand Management Application,10
242,financial modeling,economics,registration,Moderate,6,2025-04-04,Financial Modeling Registration,3
243,portfolio management,economics,assessment,Moderate,8,2025-03-16,Portfolio Management Assessment,5
244,market analysis,economics,survey,Moderate,13,2025-07-20,Market Analysis Survey,12
245,social media,marketing,registration,Moderate,11,2025-04-17,Social Media Registration,12
246,social media,marketing,assessment,Simple,14,2025-09-27,Social Media Assessment,8
247,financial modeling,economics,assessment,Simple,5,2025-07-13,Financial Modeling Assessment,12
248,digital marketing,marketing,application,Moderate,15,2025-04-14,Digital Marketing Application,10
249,data science,it,survey,Complex,11,2024-10-29,Data Science Survey,11
250,machine learning,it,registration,Complex,12,2024-11-01,Machine Learning Registration,10
251,market analysis,economics,application,Moderate,8,2025-08-09,Market Analysis Application,3
252,cloud computing,it,application,Complex,11,2025-02-21,Cloud Computing Application,9
253,social media,marketing,assessment,Simple,8,2025-02-15,Social Media Assessment,6
254,social media,marketing,survey,Complex,5,2025-04-19,Social Media Survey,9
255,social media,marketing,survey,Complex,11,2024-11-19,Social Media Survey,11
256,investment planning,economics,application,Complex,12,2025-05-19,Investment Planning Application,8
257,portfolio management,economics,registration,Simple,7,2025-05-02,Portfolio Management Registration,4
258,financial modeling,economics,assessment,Complex,6,2025-06-04,Financial Modeling Assessment,7
259,cloud computing,it,survey,Moderate,11,2025-08-13,Cloud Computing Survey,3
260,financial modeling,economics,assessment,Moderate,14,2024-12-19,Financial Modeling Assessment,5
261,cybersecurity,it,application,Simple,10,2025-01-15,Cybersecurity Application,6
262,machine learning,it,application,Simple,8,2025-01-29,Machine Learning Application,11
263,investment planning,economics,survey,Complex,15,2025-03-07,Investment Planning Survey,9
264,market analysis,economics,survey,Complex,9,2024-12-04,Market Analysis Survey,3
265,financial modeling,economics,registration,Complex,14,2025-01-23,Financial Modeling Registration,10
266,brand management,marketing,registration,Moderate,11,2025-07-13,Brand Management Registration,4
267,cloud computing,it,assessment,Simple,14,2025-03-08,Cloud Computing Assessment,10
268,content marketing,marketing,registration,Complex,8,2025-03-17,Content Marketing Registration,6
269,content marketing,marketing,assessment,Complex,15,2025-07-28,Content Marketing Assessment,9
270,digital marketing,marketing,registration,Simple,5,2025-08-25,Digital Marketing Registration,11
271,data science,it,application,Complex,11,2025-05-30,Data Science Application,4
272,social media,marketing,registration,Moderate,15,2025-09-03,Social Media Registration,4
273,portfolio management,economics,assessment,Complex,10,2024-10-29,Portfolio Management Assessment,9
274,social media,marketing,registration,Moderate,8,2025-10-23,Social Media Registration,10
275,web development,it,assessment,Moderate,10,2025-01-03,Web Development Assessment,8
276,brand management,marketing,registration,Complex,7,2025-06-14,Brand Management Registration,6
277,cloud computing,it,registration,Moderate,7,2025-03-19,Cloud Computing Registration,9
278,portfolio management,economics,registration,Moderate,9,2024-12-03,Portfolio Management Registration,6
279,brand management,marketing,assessment,Simple,5,2025-02-05,Brand Management Assessment,4
280,cloud computing,it,application,Moderate,5,2025-01-08,Cloud Computing Application,10
281,social media,marketing,application,Moderate,11,2025-02-03,Social Media Application,12
282,brand management,marketing,assessment,Complex,9,2024-10-30,Brand Management Assessment,9
283,investment planning,economics,survey,Simple,6,2025-02-11,Investment Planning Survey,12
284,brand management,marketing,application,Moderate,7,2024-10-29,Brand Management Application,9
285,cybersecurity,it,assessment,Moderate,14,2025-01-25,Cybersecurity Assessment,7
286,portfolio management,economics,survey,Moderate,6,2025-08-23,Portfolio Management Survey,12
287,social media,marketing,assessment,Complex,6,2025-01-04,Social Media Assessment,7
288,content marketing,marketing,assessment,Simple,13,2025-09-01,Content Marketing Assessment,9
289,brand management,marketing,registration,Complex,10,2025-03-12,Brand Management Registration,12
290,data science,it,application,Moderate,5,2025-02-25,Data Science Application,7
291,data science,it,survey,Complex,13,2025-07-20,Data Science Survey,11
292,data science,it,assessment,Simple,13,2025-06-04,Data Science Assessment,12
293,brand management,marketing,survey,Moderate,5,2025-10-12,Brand Management Survey,7
294,machine learning,it,survey,Simple,9,2025-02-12,Machine Learning Survey,4
295,social media,marketing,survey,Complex,6,2025-07-05,Social Media Survey,10
296,financial modeling,economics,registration,Moderate,10,2025-01-07,Financial Modeling Registration,12
297,machine learning,it,survey,Complex,15,2025-06-23,Machine Learning Survey,8
298,portfolio management,economics,application,Moderate,14,2024-11-21,Portfolio Management Application,4
299,cybersecurity,it,survey,Simple,6,2025-05-24,Cybersecurity Survey,11
300,digital marketing,marketing,assessment,Simple,12,2025-01-10,Digital Marketing Assessment,3
301,financial modeling,economics,registration,Complex,7,2025-09-23,Financial Modeling Registration,11
302,cloud computing,it,assessment,Moderate,15,2024-12-21,Cloud Computing Assessment,10
303,social media,marketing,registration,Complex,5,2025-04-25,Social Media Registration,3
304,market analysis,economics,survey,Moderate,9,2025-02-06,Market Analysis Survey,4
305,brand management,marketing,registration,Complex,12,2025-01-27,Brand Management Registration,9
306,investment planning,economics,registration,Complex,10,2024-11-13,Investment Planning Registration,10
307,social media,marketing,survey,Complex,9,2025-04-25,Social Media Survey,4
308,cybersecurity,it,registration,Complex,12,2025-08-07,Cybersecurity Registration,10
309,investment planning,economics,application,Moderate,15,2025-10-25,Investment Planning Application,7
310,portfolio management,economics,survey,Moderate,14,2025-07-18,Portfolio Management Survey,8
311,social media,marketing,application,Complex,11,2024-12-24,Social Media Application,10
312,web development,it,assessment,Moderate,11,2025-05-09,Web Development Assessment,7
313,cybersecurity,it,assessment,Simple,11,2025-10-02,Cybersecurity Assessment,7
314,portfolio management,economics,survey,Moderate,7,2025-07-17,Portfolio Management Survey,9
315,content marketing,marketing,survey,Moderate,7,2025-02-27,Content Marketing Survey,7
316,digital marketing,marketing,assessment,Simple,11,2025-08-05,Digital Marketing Assessment,10
317,social media,marketing,survey,Complex,5,2024-11-12,Social Media Survey,8
318,investment planning,economics,survey,Complex,15,2025-08-11,Investment Planning Survey,10
319,machine learning,it,application,Moderate,11,2025-08-17,Machine Learning Application,9
320,market analysis,economics,registration,Complex,14,2025-02-02,Market Analysis Registration,7
321,content marketing,marketing,survey,Simple,7,2025-03-28,Content Marketing Survey,8
322,portfolio management,economics,survey,Moderate,6,2025-04-12,Portfolio Management Survey,10
323,social media,marketing,application,Complex,15,2024-11-26,Social Media Application,12
324,brand management,marketing,registration,Simple,13,2025-01-12,Brand Management Registration,11
325,market analysis,economics,assessment,Simple,11,2024-11-09,Market Analysis Assessment,6
326,digital marketing,marketing,assessment,Moderate,12,2025-03-31,Digital Marketing Assessment,4
327,market analysis,economics,application,Complex,15,2025-01-28,Market Analysis Application,3
328,social media,marketing,survey,Moderate,7,2024-12-20,Social Media Survey,11
329,content marketing,marketing,assessment,Complex,11,2025-04-03,Content Marketing Assessment,7
330,social media,marketing,assessment,Simple,7,2024-12-02,Social Media Assessment,4
331,content marketing,marketing,survey,Simple,6,2025-08-07,Content Marketing Survey,9
332,portfolio management,economics,assessment,Moderate,11,2025-09-18,Portfolio Management Assessment,6
333,social media,marketing,assessment,Complex,15,2025-08-26,Social Media Assessment,12
334,market analysis,economics,survey,Complex,15,2025-04-05,Market Analysis Survey,4
335,content marketing,marketing,application,Simple,5,2025-02-28,Content Marketing Application,11
336,brand management,marketing,survey,Moderate,6,2025-09-26,Brand Management Survey,10
337,web development,it,application,Moderate,12,2024-11-15,Web Development Application,9
338,content marketing,marketing,registration,Moderate,9,2025-02-05,Content Marketing Registration,9
339,machine learning,it,assessment,Complex,12,2025-06-13,Machine Learning Assessment,9
340,portfolio management,economics,registration,Simple,11,2025-02-24,Portfolio Management Registration,12
341,portfolio management,economics,assessment,Simple,15,2024-12-16,Portfolio Management Assessment,10
342,digital marketing,marketing,application,Simple,5,2025-07-11,Digital Marketing Application,6
343,cloud computing,it,survey,Complex,11,2025-08-11,Cloud Computing Survey,7
344,social media,marketing,assessment,Simple,9,2025-02-15,Social Media Assessment,12
345,cloud computing,it,assessment,Complex,13,2025-04-20,Cloud Computing Assessment,10
346,cloud computing,it,application,Moderate,8,2025-06-10,Cloud Computing Application,8
347,investment planning,economics,assessment,Simple,12,2025-06-19,Investment Planning Assessment,8
348,cloud computing,it,survey,Moderate,5,2024-11-14,Cloud Computing Survey,12
349,web development,it,survey,Moderate,7,2025-09-17,Web Development Survey,8
350,brand management,marketing,application,Simple,5,2025-04-03,Brand Management Application,11
351,market analysis,economics,registration,Simple,14,2025-06-21,Market Analysis Registration,3
352,digital marketing,marketing,assessment,Complex,13,2024-12-10,Digital Marketing Assessment,7
353,web development,it,application,Simple,7,2025-08-06,Web Development Application,3
354,digital marketing,marketing,assessment,Complex,11,2025-06-18,Digital Marketing Assessment,10
355,financial modeling,economics,assessment,Moderate,15,2025-09-05,Financial Modeling Assessment,5
356,digital marketing,marketing,assessment,Simple,15,2025-04-19,Digital Marketing Assessment,8
357,machine learning,it,assessment,Simple,11,2025-09-09,Machine Learning Assessment,4
358,cloud computing,it,application,Complex,12,2025-07-08,Cloud Computing Application,9
359,financial modeling,economics,registration,Complex,8,2025-08-16,Financial Modeling Registration,7
360,market analysis,economics,registration,Moderate,11,2025-10-16,Market Analysis Registration,4
361,digital marketing,marketing,survey,Simple,10,2025-03-03,Digital Marketing Survey,3
362,data science,it,survey,Simple,5,2025-05-14,Data Science Survey,11
363,content marketing,marketing,application,Moderate,9,2025-10-23,Content Marketing Application,10
364,machine learning,it,application,Complex,6,2025-10-07,Machine Learning Application,3
